0.789198,0.208223,0
0.780402,0.812053,1
0.170158,0.217171,2
0.844003,0.193647,0
0.823706,0.793364,1
0.220817,0.200570,2
0.742397,0.798531,1
0.187863,0.194780,2
0.831293,0.813026,1
0.240539,0.804222,3
0.189369,0.832049,3
0.793362,0.205251,0
0.195073,0.153971,2
0.225327,0.214199,2
-0.254287,-0.098298,4
0.220648,0.771480,3
0.180285,0.797456,3
0.210332,0.190188,2
-0.449701,1.446259,5
0.193746,0.184080,2
0.140915,0.187165,2
0.172394,0.240118,2
0.779541,0.820277,1
0.799768,0.203481,0
0.817457,0.811502,1
0.809056,0.817421,1
0.799539,0.228739,0
0.571455,-0.397981,6
0.181830,0.212082,2
0.216732,0.178675,2
0.797034,0.778553,1
-0.156216,0.271706,26
0.791161,0.175792,0
0.778451,0.794255,1
0.770723,0.797402,1
0.832219,0.227772,0
0.770148,0.765570,1
0.205699,0.209321,2
0.199636,0.808834,3
0.174278,0.765653,3
0.801980,0.776930,1
0.772666,0.768637,1
0.797174,0.197127,0
0.763233,0.768459,1
0.783328,0.828971,1
-0.289972,-0.391937,7
0.816744,0.225975,0
-0.348628,0.764624,-1
0.761671,0.216244,0
0.799280,0.190725,0
0.785406,0.215604,0
1.204358,1.164733,8
0.171183,0.157294,2
0.794671,0.207883,0
0.207994,0.186973,2
0.224855,0.816229,3
0.183856,0.794819,3
0.220263,0.203160,2
0.189337,0.194595,2
0.784239,0.801473,1
0.177862,0.826471,3
0.187310,0.212904,2
0.774017,0.776531,1
0.149693,0.798644,3
0.198708,0.229519,2
0.782998,0.161238,0
0.804392,0.803306,1
0.806672,0.800765,1
0.980216,-0.036755,9
0.818044,0.803131,1
0.205971,0.186321,2
0.202711,0.214570,2
0.794305,0.773203,1
0.821451,0.763739,1
0.470588,0.818641,58
0.819218,0.786916,1
0.808222,0.180284,0
0.236263,0.791508,3
0.816013,0.198170,0
0.170891,0.202774,2
0.126645,0.990234,10
0.818292,0.212023,0
0.781159,0.214133,0
0.197579,0.789164,3
0.782225,0.787371,1
0.762881,0.151239,0
0.214890,0.764529,3
0.194812,0.776091,3
0.189850,0.782442,3
0.794921,0.815855,1
0.220982,0.172588,2
0.792850,0.198723,0
0.203310,0.219323,2
0.233862,0.773313,3
0.800354,0.825435,1
0.783121,0.801734,1
0.178511,0.211863,2
0.197401,0.795908,3
0.203511,0.179505,2
0.192778,0.781589,3
0.797505,0.171486,0
0.806039,0.179268,0
0.787727,1.076825,11
0.192771,0.208329,2
0.223822,0.183628,2
1.412247,1.436643,65
0.195013,0.166184,2
0.146312,0.784591,3
-0.179206,0.821167,12
0.804176,0.803898,1
0.811983,0.798904,1
0.841153,0.795146,1
0.217988,0.787918,3
0.201749,0.747089,3
0.191865,0.241972,2
0.173843,0.782557,3
0.230338,0.196401,2
0.231589,0.187765,2
0.882214,0.920305,-1
0.196262,0.167391,2
0.182577,0.822965,3
0.778787,0.807729,1
0.219268,0.208256,2
0.243682,0.211410,2
0.203926,0.810206,3
0.817998,0.792146,1
0.813318,0.856370,1
0.175816,0.778962,3
0.204483,0.831910,3
0.225281,0.792256,3
0.229649,0.218760,2
0.794343,0.774166,1
0.279959,-0.119288,13
0.203308,0.185865,2
0.220795,0.193168,2
0.774072,0.225405,0
0.824154,0.808187,1
0.158510,0.199559,2
0.822348,0.806334,1
0.778092,0.784525,1
0.226010,0.825271,3
0.746165,0.820038,1
0.199553,0.186812,2
0.134262,0.900513,-1
0.837926,0.800201,1
0.208086,0.812508,3
0.181176,0.778772,3
0.799237,0.791123,1
0.191134,0.182304,2
0.802279,0.791612,1
0.180409,0.183964,2
0.211723,0.814873,3
0.282646,0.931499,87
0.822130,0.832260,1
0.178728,0.759718,3
0.799523,0.812355,1
-0.034945,0.379807,26
0.217785,0.165115,2
0.191496,0.803326,3
0.795259,0.793864,1
0.810793,0.824932,1
0.781026,0.203207,0
0.778704,0.798434,1
0.211983,0.171500,2
0.806864,0.185473,0
0.173440,0.823216,3
0.806711,0.190664,0
0.799320,0.196774,0
0.159377,0.787871,3
0.205909,0.186286,2
0.216956,0.761031,3
0.789153,0.188461,0
0.772275,0.787783,1
0.207417,0.180173,2
0.822318,0.813649,1
0.226166,0.180454,2
0.190759,0.807054,3
0.216913,0.173116,2
0.179008,0.787651,3
0.184986,0.215854,2
0.824085,0.236412,0
0.765868,0.791052,1
0.210621,0.203229,2
0.196302,0.190789,2
0.823202,0.819076,1
0.802235,0.802209,1
0.175264,0.818033,3
0.792472,0.827157,1
0.787237,0.810736,1
0.797494,0.183182,0
0.836906,0.826226,1
0.193153,0.781959,3
0.171822,0.179056,2
1.021861,1.153964,8
0.206265,0.183777,2
0.198831,0.797035,3
0.820679,0.813353,1
0.785306,0.187885,0
0.200205,0.144853,2
0.801385,0.180428,0
0.196855,0.737700,3
0.185641,0.803440,3
0.766305,0.195020,0
0.805357,0.814132,1
0.797761,0.814336,1
0.186724,0.793775,3
0.411553,-0.095273,14
0.176880,0.759853,3
1.043111,1.056182,8
0.191009,0.153544,2
0.193369,0.189273,2
0.175085,0.201436,2
0.810117,0.199662,0
0.170817,0.777833,3
0.173831,0.186311,2
0.784219,0.177921,0
0.199902,0.783404,3
0.784942,0.822691,1
0.185774,0.202342,2
0.220474,0.230757,2
0.216027,0.209841,2
1.021183,-0.229771,9
0.777682,0.804337,1
0.821065,0.210206,0
0.215456,0.779877,3
0.817626,0.859287,1
0.823100,0.788516,1
0.779573,0.242895,0
0.861645,1.291344,124
0.775951,0.784909,1
0.787097,0.200461,0
0.175995,0.827647,3
0.785408,0.785730,1
0.217613,0.813433,3
0.822203,0.190157,0
0.190995,0.818088,3
0.199633,0.197652,2
0.783949,0.200074,0
0.809625,0.769792,1
0.206102,0.824444,3
0.819616,0.792359,1
1.118941,1.358310,8
