0.765166,0.182914
0.819413,0.174535
0.823884,0.226022
0.205275,0.188824
0.204256,0.199793
0.168540,0.801262
0.783012,0.203024
-0.174257,0.869124
0.811062,0.823965
0.804893,0.809450
1.061677,1.377023
0.786913,0.211730
0.794041,0.209064
0.189351,0.818903
0.796930,0.182671
0.818178,0.185571
0.833475,0.229326
0.146062,0.198914
0.197150,0.816962
0.160978,0.202872
0.160201,0.206648
0.801935,0.811307
0.184962,0.845562
0.226348,0.203952
0.811030,0.807885
0.210107,0.790719
0.811038,0.799519
0.206752,0.191762
0.183631,0.230647
0.221039,0.180039
0.349959,0.239969
0.784899,0.237932
0.828405,0.203741
0.187069,0.178369
0.781475,0.194764
0.789069,0.198048
0.821737,0.165670
-0.122442,1.026823
0.177549,0.181650
0.242529,0.797596
0.800301,0.763280
0.211405,0.815101
0.221253,0.818449
0.805698,0.823917
0.806954,0.819577
0.807149,0.206683
0.791655,0.227416
0.546848,1.314395
0.197665,0.786656
0.223445,0.811396
0.775969,0.173266
0.861368,1.135632
0.194210,0.834216
0.210164,0.802849
0.168702,0.827447
0.797244,0.183288
0.789211,0.203461
0.204479,0.161069
-0.100410,0.084623
0.235298,0.255844
0.597956,1.389059
0.215161,0.775032
-0.185949,-0.476382
0.187427,0.147637
0.790745,0.193859
0.192132,0.184752
0.821836,0.845325
0.804866,0.799753
0.355628,0.059652
0.205250,0.184317
0.775518,0.817761
0.607962,-0.457688
0.841217,0.189420
0.767486,0.846641
0.913392,0.650590
1.186116,-0.386365
0.792539,0.178297
0.189447,0.777769
0.815137,0.795198
0.241482,0.181612
0.185037,0.797461
0.228020,0.776113
0.242879,0.212678
0.235311,0.795056
0.789694,0.801570
0.844709,0.216186
0.209287,0.188989
0.797036,0.227840
0.803514,0.812938
0.802897,0.798396
0.195066,0.809046
0.193340,0.765549
0.772835,0.809858
0.788093,0.787506
0.185620,0.815255
0.210362,0.189416
0.753825,0.821826
0.806040,0.802220
0.207994,0.186973
0.805892,0.187063
0.170534,0.809732
0.780045,0.211340
0.769191,0.207725
0.190386,0.818460
-0.016722,0.638424
0.771826,0.787699
0.820775,0.204031
0.573136,0.369126
0.170475,0.236111
0.770149,0.771460
0.198296,0.782736
0.221690,0.199496
1.439630,1.469156
0.203529,0.192659
0.807327,0.210414
0.216953,0.780995
0.798418,0.647968
0.792194,0.221948
0.193389,0.813262
0.216526,0.799492
0.182345,0.762446
0.991296,0.182757
0.796956,0.841019
0.813051,0.795801
0.818728,0.196148
0.204876,0.188718
0.796188,0.467023
0.214525,0.795987
0.222116,0.794377
0.200911,0.212468
0.808664,0.167925
0.186462,0.212234
0.216212,0.788622
0.784847,0.784382
0.206442,0.199778
0.246757,0.182785
0.824064,0.799053
0.785039,0.198515
0.796273,0.819513
0.185597,0.801414
0.199195,0.801680
0.796257,0.225525
0.216610,0.181884
0.180031,0.232465
0.174201,0.174098
0.177079,0.789795
0.198631,0.200576
0.235263,0.809551
0.227394,0.178279
0.226455,0.196618
0.777272,0.204633
0.845515,0.805504
0.796354,0.202129
0.796365,0.181172
0.241041,0.165881
0.810850,0.225175
0.169394,0.197551
0.779244,0.229535
0.787821,0.793738
0.789741,0.191130
0.219654,0.171999
0.194200,0.838659
0.814065,0.164524
0.207824,0.211636
0.197132,0.831393
0.819115,0.800276
0.796426,0.215058
0.189057,0.797247
0.214412,0.754298
0.811258,0.197851
0.795781,0.800757
0.210762,0.768826
0.777777,0.193113
0.175035,0.790879
0.212979,0.824896
0.207113,0.203832
0.199472,0.205603
0.785151,0.801572
0.796131,0.776379
0.205599,0.177490
0.788629,0.194253
0.208306,0.786295
0.829208,0.786019
0.788350,0.798033
0.790108,0.786377
0.799437,0.199356
0.832437,0.189603
0.802546,0.789721
0.228067,0.213958
0.193695,0.205361
0.187289,0.204166
0.804785,0.783584
0.762532,0.802902
0.203868,0.201194
0.217134,0.233548
0.162502,0.408358
0.238345,0.829278
0.196195,0.170051
-0.131380,0.771083
0.474231,-0.285426
0.172627,0.820510
0.222078,0.209503
0.784532,0.212967
0.190711,0.831408
1.374030,0.014661
0.189697,0.197470
0.809491,0.814711
0.199440,0.801770
0.162080,0.780658
0.815310,0.821862
0.791167,0.778110
0.429205,0.187632
0.226849,0.823420
1.341941,-0.168937
0.776482,0.809973
-0.355090,1.389610
0.781993,0.802605
0.231857,0.803411
0.207373,0.192133
0.812304,0.768035
0.192472,0.206321
0.800022,0.826232
